key	men	horse	guns	officer	musician	standard_bearer	soldier_model	man_entity	man_animations_table	equipment_theme	armour	armour_audio	man_health	mount_model	mount_entity	mount_animations_table	mount_armour	mount_health	articulated_entity	ammo_caisson_entity	ammo_caisson_model	artillery_model	siege_gun	gun_type	primary_missile_weapon	core_marksmanship	core_loading_skill	primary_missile_attack	firing_mechanism	default_missile_type	ammo	skeleton_missile	melee_weapon_type	melee_attack	charge_bonus	dismounted_melee_attack	dismounted_charge_bonus	melee_defence	shield_bonus	skeleton_melee	pistols	unit_drill_set	unit_training_level	morale	rank_depth	close_formation_spacing_horizontal	close_formation_spacing_vertical	loose_formation_spacing_horizontal	loose_formation_spacing_vertical	dismounted_close_formation_spacing_horizontal	dismounted_close_formation_spacing_vertical	dismounted_loose_formation_spacing_horizontal	dismounted_loose_formation_spacing_vertical	base_density	melee_bonus_vs_cavalry	grenades	skirmish	guard_mode	can_dismount	can_place_stakes	cannot_run	can_rally	hide_medium_woodland	hide_scrub	hide_long_grass	hide_buildings	can_stalk	can_snipe	does_fire_mounted_by_default	tree_spot_distance	scrub_spot_distance	long_grass_spot_distance	campmap_stealth	campmap_policing_bonus	disciplined	impetuous	scares_horses	fear_effect	inspire	fatigue_resistant	siege_ladders	heat_resistance	cold_resistance	can_do_formed_attack	pike_wall	pike_square	is_immune_to_attrition	can_fire_mounted_whilst_moving	musician_2	ammo_caisson_destroyed_model	ammo_caisson_destruction	all_ranks_fire	guerrilla_deployment	audio_selected	audio_retreat	audio_engaged_in_battle	audio_idle	audio_enemy_approaching	audio_being_charged	audio_being_flanked	audio_wavering	can_climb_fast	can_fire_at_buildings	can_fire_at_ground	armour_piercing_missile_attack	armour_piercing_melee_attack	loose_formation	close_formation_spacing_variation	loose_formation_spacing_variation	dismounted_close_formation_spacing_variation	dismounted_loose_formation_spacing_variation	bulletproof
Cav_Sword_Katana_Cavalry_Takeda	80	80	0	officer_katana			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_cavalry_katana	7	plate	1	shogun_horse_samurai	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	20	15	14	10	7	0	mounted_slash	0	drill_set_cavalry	well_trained	14	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Katana_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	false	0.4000	0.8000	0.6000	1.2000	false
Gen_Ashikaga_Haruuji	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Chosokabe_Motochika	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Date_Masamune	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Hattori_Hanzo	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Hojo_Tsunanari	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Hojo_Ujiyasu	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Imagawa_Ujichika	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Imagawa_Yoshimoto	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Ishida_Mitsunari	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Kobayakawa_Hideaki	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Mori_Motonari	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Oda_Nobunaga	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Ogigayatsu_Tomosada	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Otomo_Sorin	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Shimazu_Yoshihiro	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Shimotsuma_Nakayuki	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Taisho	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	8	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Taisho_Bow_MP	40	40	0	avatar_general_bow			shogun_samurai_test	shogun_inf_samurai	shogun_man_bow_katana	shogun_yumi	7	leather	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	8	1					false		bow	30	35	0	none	shogun_avatar_arrow	25	mounted_bow	sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	true	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	true				true	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Taisho_Mp	40	40	0	avatar_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	8	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Takeda_Katsuyori	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	8	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Takeda_Nobukado	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	8	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Takeda_Shingen	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	8	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Tokugawa_Ieyasu	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	7	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Uesugi_Kenshin	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	8	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Gen_Uesugi_Norimasa	40	40	0	shogun_general			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_katana	8	plate	1	shogun_horse_general	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	14	15	14	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	15	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	true	false				false	false	Unit_type_selection_Taisho	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Inf_Heavy_Naginata_Samurai	160	0	0	officer_naginata		standard_bearer	shogun_samurai_test	shogun_inf_naginata	shogun_man_yari	shogun_infantry_naginata	9	leather	1				0	0					false			0	0	0	none		0		spear	9	12	0	0	6	0	foot_spear	0	drill_set_infantry_line	trained	10	4	0.8000	1.8000	2.0000	3.0000	0.0000	0.0000	2.0000	3.0000	20.0000	15	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	true	false	false	true	false	false	false	false				false	false	Unit_type_selection_Naginata Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Inf_Heavy_Naginata_Samurai_Hattori	160	0	0	officer_naginata		standard_bearer	shogun_samurai_test	shogun_inf_naginata	shogun_man_yari	shogun_infantry_naginata	9	leather	1				0	0					false			0	0	0	none		0		spear	9	12	0	0	6	0	foot_spear	0	drill_set_infantry_line	trained	10	4	0.8000	1.8000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	15	false	false	false	false	false	false	false	true	true	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	true	false	false	true	false	false	false	false				false	true	Unit_type_selection_Naginata Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Inf_Heavy_Naginata_Samurai_MP	160	0	0	officer_naginata		standard_bearer	shogun_samurai_test	shogun_inf_naginata	shogun_man_yari	shogun_infantry_naginata	9	leather	1				0	0					false			0	0	0	none		0		spear	9	12	0	0	6	0	foot_spear	0	drill_set_infantry_line	trained	10	4	0.8000	1.8000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	15	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	true	false	false	true	false	false	false	false				false	false	Unit_type_selection_Naginata Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Inf_Heavy_Naginata_Warrior_Monk_Hero	40	0	0	officer_naginata			shogun_samurai_test	shogun_inf_hero	shogun_man_yari	shogun_infantry_naginata	6	leather	1				0	0					false			0	0	0	none		0		spear	20	18	0	0	15	0	foot_spear	0	drill_set_infantry_line	trained	45	4	0.8000	1.8000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	15	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	true	true	true	false	false	true	false	false	false	false				false	false	Unit_type_selection_Naginata Monk Heroes	Monk_Unit_Order_Retreat	Heroes_flanked	Heroes_wavering	Heroes_inmelee	Heroes_idle	Heroes_enemy_approaching	Heroes_charged	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Inf_Heavy_Naginata_Warrior_Monk_Hero_Ikko_Ikki	40	0	0	officer_naginata			shogun_samurai_test	shogun_inf_hero	shogun_man_yari	shogun_infantry_naginata	6	leather	1				0	0					false			0	0	0	none		0		spear	22	22	0	0	18	0	foot_spear	0	drill_set_infantry_line	elite	45	4	0.8000	1.8000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	15	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	true	true	true	false	false	true	false	false	false	false				false	false	Unit_type_selection_Naginata Monk Heroes	Monk_Unit_Order_Retreat	Heroes_flanked	Heroes_wavering	Heroes_inmelee	Heroes_idle	Heroes_enemy_approaching	Heroes_charged	false	false	false	false	false	true	0.3000	0.6000	0.0000	0.0000	false
